0029.248,     0054.712,    063.4875,      000060.36185, 0071.184
    15.498683,      00000081.333,      00000085.63,      81.274148,  0000034.852
0000098.7902,  000053.19116,   00082.616, 0002.920715,      61.70167
   058.7478,     014.9732352,0080.29576, 00000078.881,  0003.35492
      34.82213868,      00000019.062,   000060.8323,  02.584365,    0.4114677
0059.6127394,    0051.638,  28.965474, 014.727769,      0000080.564
  30.53390857,      0000044.9468,09.6356425,    10.640493,      00000015.4
      0072.5878, 000000067.85,   85.91801484,     00056.3901,   0093.16794
 033.63651, 019.11774, 000084.015,    00093.683019,     0000071.2494
   00000081.906,  62.76348104,   009.13437814,     00083.7742,  0079.7693
      000073.22775,     69.62243859,      0017.6615803,      0006.5658419,00063.49289
     000069.92191, 0001.994044,     0000017.177,  37.209497,      0055.3748
      0097.66609, 00.36383384,064.020449,     00070.008797, 00036.441883
 017.005183,     00090.1431,    22.657061,042.8483523,10.39793228
     95.642698,      00000010.912,85.8310316,000072.1229,0000051.827
  56.383499,     0082.6643682,  48.40857604,  025.369639, 081.468669
   07.09147218,  19.56195719,      000090.335,    0019.712293,   42.70053581
  60.36154717, 2.11282462, 41.895345,00063.4121,      089.6043566
     0003.47899, 0046.479791,    22.95054013,  79.57166784,    19.96366242
     00079.171,   57.902714,016.1112488, 097.9255,    00078.9887
   000095.31763,    51.044162,    00058.283094,  2.4512887, 93.15173386
     000052.3925,    007.05263643,   013.83818194,    77.858173, 0000091.7007
   097.9842144,    68.4517433,00099.877,00033.0369,  53.3851597
      0011.705,  00064.236115,      00000093.989,     0098.8381988,      32.98245308
   0097.74596, 00000066.889,    0046.3410098,  21.08554881,     024.7106674
 96.42383551,  00000021.49,    0001.24136,   5.88936799,     000046.5538
     22.95053068,0036.680545,      75.18664182,   0080.33056,  000091.2026
  0091.2746, 0067.223,    079.13826129,    36.0601202,  90.6923649
 75.88173955,     00010.544,   00029.73854, 37.7932717,    34.94855746
11.074407,0000046.497,  015.87359808, 0065.868141,   26.05965
    6.993558159,94.80519,    085.60712,     0016.678,   0036.562754
0000047.641,48.2583188,     0000058.659,   00000049.776,    00000049.097
039.70529297,   011.1193,   000027.7979, 00040.791,      68.63072607
00014.61659, 81.55345, 00068.63835,   96.5357542,  000039.351
    000026.25171,    75.20888,     75.68229686,   98.71507314,     0025.664137
